Book ID,Title,Sort Character,Primary Author,Primary Author Role,Secondary Author,Secondary Author Role,Publication,Date,Review,Rating,Comment,Private Comment,Summary,Media,Physical Description,Weight,Height,Thickness,Length,Dimensions,Page Count,LCCN,Acquired,Date Started,Date Read,Barcode,BCID,Tags,Collections,Languages,Original Languages,LC Classification,ISBN,ISBNs,Subjects,Dewey Decimal,Dewey Wording,Other Call Number,Copies,Source,Entry Date,From Where,OCLC,Work id,Lending Patron,Lending Status,Lending Start,Lending End
191697944,A Coffin for King Charles,3,"Wedgwood, C. V.",Author,,,Akadine Pr (2001),2001,,,,,A Coffin for King Charles by C. V. Wedgwood (2001),Paperback,8.25 inches,0.8 pounds,8.25 inches,0.75 inches,5.5 inches,8.25 x 5.5 x 0.75 inches,,,,,,,,history,Anti-Library,English,English,DA396.A22 W4,[1585790338],"[1585790338, 9781585790333]","Charles I, King of England, 1600-1649|Charles I, King of England, 1600-1649 > Death and burial|Charles I, King of England, 1600-1649 > Trials, litigation, etc|Executions and executioners > Great Britain > History|Executions and executioners > Great Britain > History > 17th century|Great Britain > Biography|Great Britain > History > Charles I, 1625-1649|Great Britain > Kings and rulers > Biography|Trials (Political crimes and offenses) > England",941.06,"1603-1714, House of Stuart and Commonwealth periods > British Isles > Europe > Historical periods of British Isles > History and Geography",,1,amazon.com books,2020-10-31,,,1953684,,,,
191697955,A Distant Mirror: The Calamitous 14th Century,3,"Tuchman, Barbara W.",Author,,,"Random House Trade Paperbacks (1987), Edition: Illustrated, 784 pages",1987,,,,,A Distant Mirror: The Calamitous 14th Century by Barbara W. Tuchman (1987),Paperback,8.16 inches,1.25002102554 pounds,8.16 inches,1.67 inches,5.5 inches,8.16 x 5.5 x 1.67 inches,704 ,,,,,,,history,Anti-Library,English,English,DC97.5,[0345349571],"[0345349571, 9780345349576]","Ambassadors > France > Biography|Coucy, Enguerrand de|Coucy, Enguerrand de, 1340-1397|France > History > 14th century|Nobility > France > Biography|Nobility > France > History|Nobility > France > History > To 1500|Soldiers > France > Biography",944.025,Capet and Valois 987-1589 > Europe > France > France and region > History and Geography > Philip VI 1328-50; John II 1350-64; Charles V 1364-80 ; XIVth Century,,1,amazon.com books,2020-10-31,,,51586,,,,
191698003,The Tunnels of Cu Chi: A Harrowing Account of America's Tunnel Rats in the Underground Battlefields of Vietnam,5,"Mangold, Tom",Author,,,"Presidio Press (2005), 336 pages",2005,,,,,The Tunnels of Cu Chi: A Harrowing Account of America's Tunnel Rats in the Underground Battlefields of Vietnam by Tom Mangold (2005),Paperback,6.85 inches,0.5 pounds,6.85 inches,0.72 inches,4.21 inches,6.85 x 4.21 x 0.72 inches,320 ,,,,,,,history,Anti-Library,English,English,DS559.T85 M37,[0891418695],"[0891418695, 9780891418696]",FALSE,959.70434,1949- > 1961–1975 Vietnamese War > Asia > History and Geography > Military operations and units > Southeast Asia > Vietnam,,1,amazon.com books,2020-10-31,,,126487,,,,
191698034,The Big Oyster: History on the Half Shell,5,"Kurlansky, Mark",Author,,,"Random House Trade Paperbacks (2007), Edition: Illustrated, 336 pages",2007,,,,,The Big Oyster: History on the Half Shell by Mark Kurlansky (2007),Paperback,7.98 inches,0.54 pounds,7.98 inches,0.71 inches,5.16 inches,7.98 x 5.16 x 0.71 inches,336 ,,,,,,,history,Anti-Library,English,English,TX754.O98 K87,[0345476395],"[0345476395, 9780345476395]",Cookery (Oysters)|Oysters > New York|Oysters > New York (State) > New York,641.694,"Cooking game, seafood, miscellaneous foods > Cooking specific materials > Food And Drink > Home and family management > Mollusks > Technology and Application of Knowledge",,1,amazon.com books,2020-10-31,,,224565,,,,
191698044,Banana: The Fate of the Fruit That Changed the World,1,"Koeppel, Dan",Author,,,"Plume (2008), Edition: Illustrated, 304 pages",2008,,,,,Banana: The Fate of the Fruit That Changed the World by Dan Koeppel (2008),Paperback,8 inches,0.55 pounds,8 inches,0.72 inches,5.29 inches,8 x 5.29 x 0.72 inches,304 ,,,,,,,history,Anti-Library,English,English,SB379.B2 K66,[9780452290082],"[9780452290082, 0452290082]",Bananas,634.772,"Agriculture & related technologies > Bananas > Bananas & Plantains > Berries, etc.; Bananas & Plantains, etc. > Fruits; Orchards; Vineyards > Technology and Application of Knowledge",,1,amazon.com books,2020-10-31,,,4196257,,,,
191698046,Mighty Banana: The Amazing True Story of the United Fruit Company (1914),1,"Adams, Frederick Upham",Author,,,"(2017), 152 pages",2017,,,,,Mighty Banana: The Amazing True Story of the United Fruit Company (1914) by Frederick Upham Adams (2017),Ebook,,,,,,,,,,,,,,history,Anti-Library,English,,,,,,,,,1,amazon.com books,2020-10-31,,,25627393,,,,
191698058,A Peace to End All Peace: The Fall of the Ottoman Empire and the Creation of the Modern Middle East,3,"Fromkin, David",Author,,,"Holt Paperbacks (2009), Edition: 20th Anniversary, 688 pages",2009,,,,,A Peace to End All Peace: The Fall of the Ottoman Empire and the Creation of the Modern Middle East by David Fromkin (2009),Paperback,8.01 inches,1.14 pounds,8.0098265 inches,1.1598402 inches,5.3799105 inches,8.0098265 x 5.3799105 x 1.1598402 inches,688 ,,,,,,,history,Anti-Library,"English, French",English,DS63.G7 F76,[0805088091],"[0805088091, 9780805088090]",Great Britain > Foreign relations|Great Britain > Foreign relations > Middle East|Middle East > Foreign relations|Middle East > Foreign relations > Great Britain|Middle East > History > 1914-1923|Middle East > Politics and government > 1914-1945,327.41,British Isles > Europe > International Relations > Political Science  > Social sciences,,1,amazon.com books,2020-10-31,,,13123,,,,
191698070,The Fate of Africa: A History of the Continent Since Independence,5,"Meredith, Martin",Author,,,"PublicAffairs (2011), Edition: Illustrated, 816 pages",2011,,,,,The Fate of Africa: A History of the Continent Since Independence by Martin Meredith (2011),Paperback,9.13 inches,1.86951998176 pounds,9.125 inches,2 inches,6 inches,9.125 x 6 x 2 inches,,,,,,,,history,Anti-Library,English,English,DT30 .M455,[1610390717],"[1610390717, 9781610390712]",Africa > Economic conditions > 1960-|Africa > History > 20th century|Africa > Politics and government > 1945-1960|Africa > Politics and government > 1960-|Africa > Social conditions > 1960-,960.32,Africa > Africa > History and Geography,,1,amazon.com books,2020-10-31,,,241293,,,,
191698077,An Edible History of Humanity,4,"Standage, Tom",Author,,,"Bloomsbury USA (2010), 288 pages",2010,,,,,An Edible History of Humanity by Tom Standage (2010),Paperback,8.28 inches,0.65 pounds,8.2799047 inches,0.84 inches,5.73 inches,8.2799047 x 5.73 x 0.84 inches,288 ,,,,,,,"history, hoopla, food","eBooks, Anti-Library",English,English,GT2850 .S73,[0802719910],"[0802719910, 9780802719911]",,394.1209,"Customs, Etiquette, Folklore > Eating and drinking > Eating, drinking, using drugs > General Customs > History, Geography, Peoples > Social sciences",,1,amazon.com books,2020-10-31,,,7944903,,,,
191698108,Fordlandia: The Rise and Fall of Henry Ford's Forgotten Jungle City,1,"Grandin, Greg",Author,,,"Picador (2010), Edition: First, 432 pages",2010,,,,,Fordlandia: The Rise and Fall of Henry Ford's Forgotten Jungle City by Greg Grandin (2010),Paperback,8.28 inches,0.75 pounds,8.28 inches,0.77 inches,5.2999894 inches,8.28 x 5.2999894 x 0.77 inches,432 ,,,,,,,history,Anti-Library,English,English,F2651.F55,[0312429622],"[0312429622, 9780312429621]",,307.768098115,Communities > Social Sciences > Social sciences > Specific kinds of communities > Urban communities,,1,amazon.com books,2020-10-31,,,8197445,,,,
191698145,"Why the West Rules--for Now: The Patterns of History, and What They Reveal About the Future",1,"Morris, Ian",Author,,,"Picador (2011), Edition: First, 768 pages",2011,,,,,"Why the West Rules--for Now: The Patterns of History, and What They Reveal About the Future by Ian Morris (2011)",Paperback,8.29 inches,1.25 pounds,8.2901409 inches,1.2948793 inches,5.55 inches,8.2901409 x 5.55 x 1.2948793 inches,,,,,,,,history,Anti-Library,English,English,CB251 .M68,[0312611692],"[0312611692, 9780312611699]",,909.09821,Atlantic > History > History and Geography > Ocean And Sea Basins > Other Classifications > Other Geographic Classifications > World history,,1,amazon.com books,2020-10-31,,,10030996,,,,
191698167,Osman's Dream: The History of the Ottoman Empire,1,"Finkel, Caroline",Author,,,"Basic Books (2007), Edition: 3/25/07, 674 pages",2007,,,,,Osman's Dream: The History of the Ottoman Empire by Caroline Finkel (2007),Paperback,9.25 inches,1.6 pounds,9.25 inches,2 inches,6 inches,9.25 x 6 x 2 inches,704 ,,,,,,,history,Anti-Library,English,English,DR486 .F56,[0465023975],"[0465023975, 9780465023974]","2|Turkey > History > Ottoman Empire, 1288-1918",956.1015,16th century > Asia > History and Geography > Middle East > Ottoman Empire > Turkey (Anatolia),,1,amazon.com books,2020-10-31,,,458447,,,,
191698179,"The World That Trade Created: Society, Culture, and the World Economy, 1400 to the Present",5,"Pomeranz, Kenneth",Author,"Topik, Steven",Author,"Routledge (2017), Edition: 4, 358 pages",2017,,,,,"The World That Trade Created: Society, Culture, and the World Economy, 1400 to the Present by Kenneth Pomeranz (2017)",Paperback,9.21 inches,1.04940036712 pounds,9.21 inches,0.81 inches,6.14 inches,9.21 x 6.14 x 0.81 inches,,,,,,,,history,Anti-Library,English,English,HF352 .P58,[9781138680746],"[9781138680746, 1138680745]",Commerce > History|Culture > History|Culture > history|Economic history|Industrialization > History|International economic relations > History,382.09,"Biography And History > Commerce, Communications, Transportation > International commerce, Foreign trade > Social sciences",,1,amazon.com books,2020-10-31,,,228348,,,,
191698256,"Hitler's Scientists: Science, War, and the Devil's Pact",1,"Cornwell, John",Author,,,"Viking Adult (2003), Edition: 1st, 560 pages",2003,,,,,"Hitler's Scientists: Science, War, and the Devil's Pact by John Cornwell (2003)",Hardcover,9.26 inches,2.1 pounds,9.26 inches,1.74 inches,6.3 inches,9.26 x 6.3 x 1.74 inches,560 ,,,,,,,history,Anti-Library,English,English,Q127.G3 C67,[0670030759],"[0670030759, 9780670030750]","Science > Germany > History > 20th century|Science and state > Germany > History|Science and state > Germany > History > 20th century|Scientists > Germany|World War, 1939-1945 > Germany. > Science|World War, 1939-1945 > Science > Germany",509.430904,"Europe > General Science > Germany and Central Europe > History, geographic treatment, biography > Natural sciences and mathematics",,1,amazon.com books,2020-10-31,,,20812,,,,
191698262,A History of the World in 100 Objects,3,"MacGregor, Neil",Author,,,"Penguin Books (2013), Edition: Illustrated, 736 pages",2013,,,,,A History of the World in 100 Objects by Neil MacGregor (2013),Paperback,7.7 inches,2.2 pounds,7.7 inches,5.1 inches,2 inches,7.7 x 2 x 5.1 inches,,,,,,,,history,Anti-Library,English,English,GN740 .M16,[0143124153],"[0143124153, 9780143124153]",,930.1,Ancient History > Ancient World > Archaeology > History and Geography,,1,amazon.com books,2020-10-31,,,10570289,,,,
191698278,DIARY OF HELENA MORLEY PB,1,"Bishop, Elizabeth",Author,,,"Farrar, Straus and Giroux (1995), 320 pages",1995,,,,,DIARY OF HELENA MORLEY PB by Elizabeth Bishop (1995),Paperback,8.5 inches,0.92 pounds,8.5 inches,0.73 inches,5.5 inches,8.5 x 5.5 x 0.73 inches,282 ,,,,,,,history,Anti-Library,English,English,F2651.D5 M6713,[0374524351],"[0374524351, 9780374524357]","Diamantina (Minas Gerais, Brazil) > Biography|Diamantina (Minas Gerais, Brazil) > Social life and customs|Morley, Helena > Childhood and youth|Morley, Helena > Diaries",981.5,Brazil > History and Geography > South America,,1,amazon.com books,2020-10-31,,,1644926,,,,
191698297,The Metaphysical Club: A Story of Ideas in America,5,"Menand, Louis",Author,,,"Farrar, Straus and Giroux (2002), Edition: First, 576 pages",2002,,,,,The Metaphysical Club: A Story of Ideas in America by Louis Menand (2002),Paperback,8.24 inches,1.1 pounds,8.24 inches,1.44 inches,5.55 inches,8.24 x 5.55 x 1.44 inches,568 ,,,,,,,philosophy,Anti-Library,English,English,E169 .M546,[0374528497],"[0374528497, 9780374528492]","Cambridge (Mass.) > Intellectual life|Cambridge (Mass.) > Intellectual life > 20th century|Dewey, John, 1859-1952|Holmes, Oliver Wendell, 1841-1935|Intellectuals > United States > History|Intellectuals > United States > History > 20th century|James, William, 1842-1910|Metaphysics > History|Metaphysics > History > 20th century|National characteristics, American|Peirce, Charles S. (Charles Sanders), 1839-1914|United States > Intellectual life|United States > Intellectual life > 20th century|United States > Social conditions|United States > Social conditions > 20th century",973.9,1901- > History and Geography > North America > United States,,1,amazon.com books,2020-10-31,,,13892,,,,
191698313,"Why Nations Fail: The Origins of Power, Prosperity, and Poverty",1,"Acemoglu, Daron",Author,"Robinson, James A.",Author,"Currency (2013), Edition: Illustrated, 544 pages",2013,,,,,"Why Nations Fail: The Origins of Power, Prosperity, and Poverty by Daron Acemoglu (2013)",Paperback,8 inches,0.9 pounds,8 inches,1.2 inches,5.1 inches,8 x 5.1 x 1.2 inches,,,,,,,,history,Anti-Library,"English, Spanish",English,HB74.P65 A28,[0307719227],"[0307719227, 9780307719225]",,330,Economics > Economics > Social sciences,,1,amazon.com books,2020-10-31,,,12054051,,,,
191698331,Last Night a DJ Saved My Life: The History of the Disc Jockey,1,"Brewster, Bill",Author,,,"Grove Press (2014), Edition: Updated, Revised ed., 448 pages",2014,,,,,Last Night a DJ Saved My Life: The History of the Disc Jockey by Bill Brewster (2014),Paperback,8.5 inches,1.34922904344 pounds,8.5 inches,1.4 inches,5.7 inches,8.5 x 5.7 x 1.4 inches,,,,,,,,"history, hoopla, entertainment","eBooks, Anti-Library",English,English,ML3470 .B75,[0802146104],"[0802146104, 9780802146106]",Dance music > History and criticism|Disc jockeys|Disc jockeys > History|Discotheques|Popular music > History and criticism|Rock music > History,791.443,"Film, Radio, and Television > Public performances > Radio > Recreational and performing arts > The arts",,1,amazon.com books,2020-10-31,,,248412,,,,
191698347,The Singularity Is Near: When Humans Transcend Biology,5,"Kurzweil, Ray",Author,,,"Penguin Books (2006), 672 pages",2006,,,,,The Singularity Is Near: When Humans Transcend Biology by Ray Kurzweil (2006),Paperback,9.1 inches,1.45 pounds,9.1 inches,6 inches,1.4 inches,9.1 x 1.4 x 6 inches,672 ,,,,,,,history,Anti-Library,English,English,QP376 .K85,[0143037889],"[0143037889, 9780143037880]",Brain > Evolution|Genetics|Human evolution|Nanotechnology|Robotics|genetics,660,Chemical Technology > Chemistry; Chemical Engineering  > Technology and Application of Knowledge,,1,amazon.com books,2020-10-31,,,8365,,,,
191698434,Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,1,"Dionne, E.J.",Author,,,"Simon & Schuster (2016), Edition: Reprint, 560 pages",2016,,,,,Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond by E.J. Dionne (2016),Ebook,,,,,,,,,,,,,,history,Anti-Library,English,English,JC573.U6 D57,,,,320.520973,Biography And History > Conservatism > North America > Political Science  > Political Science  > Political ideologies > Social sciences > United States,,1,amazon.com books,2020-10-31,,,16905440,,,,
191698474,Loot: The Battle Over the Stolen Treasures of the Ancient World,1,"Waxman, Sharon",Author,,,"Brécourt Academic (2008), Edition: 1st, 432 pages",2008,,,,,Loot: The Battle Over the Stolen Treasures of the Ancient World by Sharon Waxman (2008),Hardcover,9.58 inches,1.65 pounds,9.58 inches,1.27 inches,6.52 inches,9.58 x 6.52 x 1.27 inches,432 ,,,,,,,history,Anti-Library,English,English,N8795 .W39,[0805086536],"[0805086536, 9780805086539]",,709.01,"By Period > History, geographic treatment, biography > Modified subdivisions of the arts > Prehistoric > The arts",,1,amazon.com books,2020-10-31,,,5536030,,,,
191698533,Stalin and the shapping of the soviet union,1,"DeJonge, Alex",Author,,,William Morrow (1986),1986,,,,,Stalin and the shapping of the soviet union by Alex DeJonge (1986),Paperback,,,,,,,,,,,,,,history,Anti-Library,,English,DK268.S8 D42,,,"Heads of state > Soviet Union > Biography|Soviet Union > Politics and government|Soviet Union > Politics and government > 1917-1936|Soviet Union > Politics and government > 1936-1953|Stalin, Joseph, 1879-1953",947.084,1855- > 1917-1953 ; Communist period > Europe > History and Geography > Russia and eastern Europe [and formerly Finland] > Russian & Slavic History by Period,,1,amazon.com books,2020-10-31,,,413525,,,,
191698580,The Cheese and the Worms: The Cosmos of a Sixteenth-Century Miller,5,"Ginzburg, Carlo",Author,"Ginzburg, Carlo|Tedeschi, John|Tedeschi, Anne C.",Preface|Translator|Translator,"Johns Hopkins University Press (2013), Edition: Revised ed., 224 pages",2013,,,,,The Cheese and the Worms: The Cosmos of a Sixteenth-Century Miller by Carlo Ginzburg (2013),Paperback,9.25 inches,0.7495716908 pounds,9.25 inches,0.59 inches,6.125 inches,9.25 x 6.125 x 0.59 inches,,,,,,,,history,Anti-Library,English,Italian,BR877.F74 G5613,[9781421409887],"[9781421409887, 1421409887]","Friuli (Italy) > Church history|Friuli (Italy) > Civilization|Friuli (Italy) > Religious life and customs|Heresies, Christian > History|Heresies, Christian > History > Modern period, 1500-|Heresies, Christian > Italy > Friuli|Heresies, Christian > Italy > Friuli (Province)|Heresies, Christian > Modern period, 1500-|Heretics, Christian > Italy > Udine (Province)|Heretics, Christian > Udine (Province)|Peasantry > Italy > Friuli|Peasantry > Italy > Friuli (Province)|Peasantry > Italy > Udine (Province)|Peasantry > Italy > Udine (Province) > History > 16th century|Peasantry > Udine (Province)|Peasantry > Udine (Province) > History|Scandella, Domenico, 1532-1599|Scandella, Domenico, 1532-1601|Udine (Italy : Province) > Church history|Udine (Italy : Province) > Civilization|Udine (Italy : Province) > Religious life and customs",273.6,"Doctrinal controversies & heresies > Heresies 10th-16th century: Antinomian, Bogomils, Cathars and Patarenes, the Waldenses, the Anabaptists, Paulicians > History, geographic treatment, biography of Christianity > Religions",,1,amazon.com books,2020-10-31,,,21514,,,,
